COMMUNITY,MOVEMENT_GROUP,FAN_ID,PRIMARY_MERCHANT,SECONDARY_MERCHANT,DAY_DATE,WINS,LOSSES,NET,PRIMARY_SPEND,SECONDARY_SPEND
MLB,Video Streaming,0d1c70a92f7fa636623bff340b5fc2c5,roku,_none_,2024-06-24,1,0,1,9.336250000,
MLB,Video Streaming,049238a813acd014d2e7263c3fe03548,peacock_tv,_none_,2023-11-26,0,1,-1,1.876666667,
NBA,Video Streaming,a0792ccaf9a58b00679d7526c256067c,_none_,peacock_tv,2024-05-25,1,0,1,,12.140909091
MLB,Video Streaming,27d48ed43fd3bcef98346861f9aa50e9,_none_,hulu,2024-06-10,1,0,1,,14.672380952
MLB,Video Streaming,9eb85e4842369494fcec3cf221edf3aa,_none_,bleacher_report_live,2024-03-03,1,0,1,,54.024000000
NFL,Video Streaming,ab77733f15399dc354c82a5a4b175472,_none_,roku,2024-07-13,1,0,1,,11.447596154
NHL,Video Streaming,3818325269d3d2b42c624ba0b3d3d6e8,_none_,roku,2024-03-01,0,1,-1,,95.490000000
NWSL,Video Streaming,1ad6758ffba27a9c0197a3f9c9610ae8,_none_,paramount+,2024-02-22,1,0,1,,4.016666667
NBA,Video Streaming,8368a670341adfc1d850c4b7c13849f2,disney_plus,hulu,2023-11-14,0,1,-1,11.430000000,84.363125000
NHL,Video Streaming,1bd82d854bf0bd4aad0407e8fbf2847b,netflix,_none_,2024-03-17,0,1,-1,20.420000000,
NFL,Video Streaming,88f82b6fcb714ba2afae3e5717f6f614,peacock_tv,_none_,2023-11-09,1,0,1,6.916538462,
NFL,Video Streaming,b431785870fafb4d988d83c7019ece52,disney_plus,_none_,2024-01-11,0,1,-1,2.044285714,
MLS,Video Streaming,9a2d0efa56d0d43963c7ebf409258b78,_none_,disney_plus,2024-05-21,0,1,-1,,20.065000000
MLS,Video Streaming,8e099e460bb1998933562306f5d5f30a,_none_,netflix,2024-03-07,1,0,1,,13.862000000
MLB,Video Streaming,1bc2b9d70e36ce41be8aa769cd7f10f8,_none_,netflix,2023-12-27,0,1,-1,,16.134285714
MLB,Video Streaming,68d862027fac1eee19556e19b9257233,_none_,netflix,2024-01-25,1,0,1,,20.414000000
NHL,Video Streaming,aa4b8dbe9888e905b0942817f2ebcd3e,_none_,netflix,2023-10-01,0,1,-1,,16.955000000
NBA,Video Streaming,0c8f3ca23cd413a0029a40262e44b636,_none_,netflix,2023-12-07,0,1,-1,,17.155000000
NHL,Video Streaming,e7af7be77d19d6bb459429db2ea75c6f,netflix,hulu,2024-04-20,1,0,1,16.685000000,8.510000000
NBA,Video Streaming,c1e8a1000cba0f147ed7c0dbcce03045,disney_plus,_none_,2023-10-25,0,1,-1,11.740000000,
NFL,Video Streaming,00fb85f6626b26f73e49a60809fa7fe4,disney_plus,_none_,2024-08-02,0,1,-1,16.806744186,
MLB,Video Streaming,5965c31391e3a4fa3852653c7af38e9e,_none_,paramount+,2023-11-06,0,1,-1,,6.084117647
MLS,Video Streaming,1ff0c254fe1db95b869d7560aa0ecbbb,_none_,hulu,2024-09-12,1,0,1,,14.947333333
NHL,Video Streaming,43499d964cb1638d2c46b9aec9bdc1d1,_none_,hulu,2024-02-28,1,0,1,,5.249259259
MLB,Video Streaming,bea867251903f33a32c54cf1b6f03e40,_none_,netflix,2024-06-08,0,1,-1,,24.941111111
NFL,Video Streaming,acacb3ed175d27fa13e9b49a414b9c5c,discovery,_none_,2024-07-08,1,0,1,9.702500000,
MLB,Video Streaming,2ff79a35a509209af37a1c5e4d963879,peacock_tv,_none_,2024-07-06,0,1,-1,6.448571429,
NFL,Video Streaming,381b9be91bb303f0f9b43aef5340946e,philo,_none_,2024-09-07,0,1,-1,25.074761905,
NHL,Video Streaming,2ce63728589835b02c68fb3954f06acd,_none_,netflix,2023-10-06,1,0,1,,20.107058824
NHL,Video Streaming,01045fb9dc275c51253661ae4109b428,_none_,nba_league_pass,2023-11-06,0,1,-1,,25.225294118
MLS,Video Streaming,40d6c6457d5fea436c2fcb4963cd45bb,_none_,peacock_tv,2024-02-16,0,1,-1,,6.132500000
NFL,Video Streaming,384296ad12bd334bde37c4cbb5829e67,nfl_app,_none_,2024-01-14,1,0,1,6.510000000,
NBA,Video Streaming,b5650df6305121d87621b1027a987f74,_none_,netflix,2024-06-30,1,0,1,,15.012857143
NBA,Video Streaming,27b27b663777a4b29d381ac67b81ad51,_none_,hulu,2024-09-26,1,0,1,,10.676875000
NFL,Video Streaming,fb1cd7223d01043371dfde1de75c0db5,_none_,paramount+,2024-02-24,1,0,1,,12.310000000
NBA,Video Streaming,f73734612142a7a5ad90c38b7b9feb62,_none_,hulu,2023-10-02,1,0,1,,72.840000000
MLB,Video Streaming,0832dd3257f3a0a44cce46c4a5ae2b73,_none_,hulu,2024-09-13,1,0,1,,25.204000000
NFL,Video Streaming,7bdbbc355208b511924e574603834b14,disney_plus,_none_,2024-01-21,1,0,1,9.002571429,
NFL,Video Streaming,9ea2865fbbedc15e3a3912b22efd601d,peacock_tv,_none_,2024-09-10,0,1,-1,6.715384615,
NBA,Video Streaming,a1ba7936fa7d28d1dbff9367ebb9a3e2,_none_,paramount+,2023-12-07,0,1,-1,,13.295000000
NHL,Video Streaming,9615264cd3bbb4e8272acae34453b59e,_none_,paramount+,2024-02-11,0,1,-1,,5.409230769
MLB,Video Streaming,51acc74e97d70f4508d399eb5e740bb1,hulu,_none_,2024-04-11,0,1,-1,7.862500000,
MLS,Video Streaming,524a02b0cd4f652d2a82d944954ac839,_none_,netflix,2023-11-05,0,1,-1,,23.044166667
MLB,Video Streaming,6d6fcac5ec3310655b90aec8055d3058,discovery,_none_,2024-08-09,1,0,1,9.218333333,
NBA,Video Streaming,90b039e23affcd5b1c0a92aaf68abc05,_none_,netflix,2024-01-22,0,1,-1,,16.695714286
NBA,Video Streaming,0acdea33651edd2dc1b43f20bea4b0d0,netflix,_none_,2024-10-30,0,1,-1,13.182000000,
NHL,Video Streaming,c96e929f4cb319e5000e326ea56a29f2,_none_,hulu,2024-09-15,1,0,1,,17.354137931
MLB,Video Streaming,5871ea47dfd52407a3b0221f2c59cf8d,hulu,_none_,2023-10-14,1,0,1,20.052352941,
MLB,Video Streaming,0026de62b174d8c6823dc397e271896c,hbo_max,_none_,2024-08-03,0,1,-1,15.355952381,
NFL,Video Streaming,aaff3085a93140fa3b4d542376356a71,_none_,hulu,2024-09-13,1,0,1,,18.263809524
MLB,Video Streaming,8b689a1da7010c73b45a4865ac49a14a,_none_,vudu,2024-08-05,1,0,1,,12.810526316
NFL,Video Streaming,931e9681780850bc6570302a09934427,_none_,netflix,2024-01-07,0,1,-1,,17.850000000
MLB,Video Streaming,87b65a5edc69f3b1c52ce951b5303271,_none_,netflix,2024-04-19,1,0,1,,19.882424242
NBA,Video Streaming,7a37db7c4c2d0e260a39ab7a232eb571,_none_,netflix,2023-11-11,0,1,-1,,15.004000000
NHL,Video Streaming,b698c7c673d7af2b6901cbc475d03a6c,_none_,peacock_tv,2024-07-23,1,0,1,,5.725652174
MLS,Video Streaming,fc8d3d58928da7cc3e040d0689885778,netflix,_none_,2024-01-08,1,0,1,16.100000000,
MLB,Video Streaming,6cac94b23cb3a075c10be170c5b0315e,_none_,netflix,2023-10-13,0,1,-1,,23.235384615
NBA,Video Streaming,3ec74695f07c6750dcc7eacaf3cd5b27,peacock_tv,_none_,2024-04-06,1,0,1,7.270000000,
MLB,Video Streaming,11a401d1c92be01881312a5806100e8a,_none_,vudu,2024-04-05,0,1,-1,,19.340000000
NBA,Video Streaming,d9da9edfbc20351b0696391435305ec3,_none_,espn+,2024-04-08,1,0,1,,10.423888889
NBA,Video Streaming,3e6963d9d345d8c0ba1661fff4de7f40,_none_,espn+,2023-10-27,0,1,-1,,11.420000000
MLS,Video Streaming,effa2d1c175679cafc8e070c21b51619,_none_,netflix,2024-08-09,1,0,1,,13.496666667
NHL,Video Streaming,819c15d1c0472ab44f54ba67d56aa4b4,peacock_tv,_none_,2023-12-22,0,1,-1,5.512903226,
MLB,Video Streaming,81877383e268478f74f6b1409cef6ba9,netflix,_none_,2024-10-09,0,1,-1,16.830000000,
NBA,Video Streaming,d19f950e72425caaf68d42d46d36517d,hulu,_none_,2024-05-05,1,0,1,10.266250000,
NBA,Video Streaming,d9cdf0cdcf7795d3f3311db36ff39967,netflix,_none_,2024-01-25,0,1,-1,19.125517241,
MLB,Video Streaming,ad8f608357208516db9d5fb0ae723152,_none_,hbo_max,2024-03-09,0,1,-1,,17.594545455
NFL,Video Streaming,bbd0ce2ca299176b67bfb3a5ea91ab50,_none_,hulu,2024-07-21,1,0,1,,2.240000000
NBA,Video Streaming,d864164fab77dbaffc85cb2389b897e8,disney_plus,_none_,2024-08-20,0,1,-1,11.939583333,
NBA,Video Streaming,cec8d6b0f5749eb78acf434b8aeb4d3a,netflix,_none_,2024-09-22,0,1,-1,17.915000000,
NHL,Video Streaming,194473986eb4c1ff9da9b4f7464de398,_none_,peacock_tv,2024-06-28,1,0,1,,5.551000000
NBA,Video Streaming,411684ab52c1d2595a24f4ef63cd250f,_none_,hulu,2024-09-24,1,0,1,,6.590000000
NHL,Video Streaming,0d40faffb4bfeb36b417506100510284,youtube_tv,_none_,2024-08-29,0,1,-1,79.388181818,
MLB,Video Streaming,5d4e644e935d4358a84dc291dd5d4090,_none_,hulu,2024-09-09,1,0,1,,7.923181818
MLB,Video Streaming,5dac03888574868a186ac9a37a31ffde,hulu,_none_,2024-10-07,0,1,-1,10.230909091,
MLB,Video Streaming,fa12813d6720769bd2df43a9dd14e44a,_none_,youtube_tv,2024-01-12,0,1,-1,,47.276666667
MLB,Video Streaming,cb18dde42d0f80c1bd41ecc528e11381,peacock_tv,_none_,2024-07-14,0,1,-1,5.443529412,
NHL,Video Streaming,9c6da48644d462646e62a69d29702f10,_none_,paramount+,2024-01-13,0,1,-1,,5.665454545
NHL,Video Streaming,1310d7ce110c54d5ed9a76d94f66c0b9,hulu,_none_,2024-09-22,0,1,-1,7.161250000,
NFL,Video Streaming,c7109d6e702db98d779d27511a2fc7fb,netflix,_none_,2024-09-25,0,1,-1,12.506000000,
NBA,Video Streaming,1b12cda099fa30d45dd2bdbc396d0001,roku,_none_,2024-05-10,0,1,-1,7.933214286,
NBA,Video Streaming,7441f8c069635c4d636297cd042993c1,_none_,netflix,2024-03-17,0,1,-1,,17.705000000
NHL,Video Streaming,0bb2f82f8ee2c6eeccd5e1b1782e315e,netflix,_none_,2024-06-09,0,1,-1,15.520000000,
MLB,Video Streaming,1ceab87284b221e9309117582b3bb3e8,_none_,hulu,2024-02-16,1,0,1,,13.658888889
NBA,Video Streaming,96317a0728a2484c56b0b772c8ad51c5,_none_,hulu,2024-05-17,1,0,1,,16.613684211
WNBA,Video Streaming,33cf33fc338fad5a80c37f259f98d872,netflix,_none_,2023-11-30,0,1,-1,10.248000000,
NFL,Video Streaming,e8f6241af63681ded8b9046ada5950e8,_none_,peacock_tv,2024-08-23,0,1,-1,,8.664285714
NBA,Video Streaming,b023e6fb5099b3c43b54cee68e546c13,_none_,peacock_tv,2024-05-20,1,0,1,,6.196428571
NBA,Video Streaming,e7b0c87003808e1a29097091a403458c,_none_,hulu,2024-03-10,1,0,1,,8.242857143
MLS,Video Streaming,d81eac4071490345dfca9f154485f5c5,youtube_tv,_none_,2024-03-03,0,1,-1,51.706666667,
NBA,Video Streaming,86ebeb93009a3e54ac5dc7c7d8de8265,_none_,peacock_tv,2024-07-22,0,1,-1,,7.725000000
NFL,Video Streaming,c426de5c8e74567ba7a1a85fcf6b9093,_none_,espn+,2024-07-31,1,0,1,,11.373571429
WNBA,Video Streaming,5bc1b0f82be7cd1168bb860016c22362,peacock_tv,_none_,2024-02-08,1,0,1,6.425000000,
NFL,Video Streaming,92fed468eca85a69ce3b7a7b91174648,_none_,nfl_gamepass,2024-05-26,1,0,1,,7.988000000
NHL,Video Streaming,39a9a68aca939e70ece89a1764799f09,_none_,hulu,2024-05-11,1,0,1,,15.310666667
NFL,Video Streaming,5443e6593ecacf566e8ab3a9d3eaaa3f,netflix,_none_,2024-05-25,1,0,1,23.953636364,
MLB,Video Streaming,aa5ce0f026607f524bf408e76107bb58,_none_,disney_plus,2024-05-13,1,0,1,,4.774000000
NBA,Video Streaming,c0a1c10c59a6751d1a9710e2430f5a52,_none_,netflix,2024-08-14,1,0,1,,12.463000000
NBA,Video Streaming,0a014b2665cd03cd5faa0a92eb2c5e26,_none_,hulu,2024-03-08,0,1,-1,,9.035454545
MLB,Video Streaming,d22640a98af0aa18b7362fcabe2d9771,_none_,disney_plus,2024-04-12,0,1,-1,,66.995000000
MLB,Video Streaming,3ee075bf00996a82efd0cee9c8dd8241,netflix,_none_,2024-06-03,1,0,1,24.840000000,
NFL,Video Streaming,cb9b27e065a3356e293b167cd6451b7d,_none_,hulu,2024-01-11,0,1,-1,,50.200000000
NBA,Video Streaming,a94a70a73555ef328e74be553d2cb30e,_none_,vudu,2023-11-24,1,0,1,,8.034090909
NHL,Video Streaming,f6a71645d10d6f483b942e96f6ed461e,netflix,_none_,2024-08-05,1,0,1,16.038571429,
MLB,Video Streaming,19f75957f4998bdbd4f890476c6548d4,hulu,_none_,2024-09-10,0,1,-1,5.719230769,
NBA,Video Streaming,400b0966b174062e212cf4ea954a9611,peacock_tv,_none_,2024-03-28,1,0,1,6.875625000,
MLB,Video Streaming,a8e622b0232baa9903230af3f7832f55,_none_,univision_now,2024-07-22,0,1,-1,,8.470000000
NFL,Video Streaming,da5fea455288d8a4d26737c6bdc09db6,_none_,paramount+,2024-03-19,0,1,-1,,6.435000000
MLB,Video Streaming,1c6572e1a1023e83e4836c14c6db5c0a,_none_,netflix,2024-04-10,0,1,-1,,23.630000000
NFL,Video Streaming,e2124c8a11bbec042a9efa544f781510,_none_,roku,2024-06-24,0,1,-1,,6.913333333
NBA,Video Streaming,0576caef33816c847c16b10e9b245996,_none_,paramount+,2024-05-22,1,0,1,,10.800000000
MLB,Video Streaming,a530f35d3e046887c0b6a52d9a2fd4b1,peacock_tv,_none_,2024-01-14,1,0,1,7.290000000,
NFL,Video Streaming,fd0a12646b4c3146e0fb7a097a7d1b34,netflix,_none_,2023-12-22,1,0,1,7.535000000,
NBA,Video Streaming,88ad3d160a1b05ff9bbb220ab2a134e7,_none_,netflix,2024-05-10,0,1,-1,,16.250000000
MLB,Video Streaming,4688cda6097fb91fe2185d683c92120e,sling_tv,_none_,2024-02-23,1,0,1,42.725000000,
NFL,Video Streaming,018e73910a17f85e0bf1a6cafe8ad00c,_none_,peacock_tv,2023-12-03,0,1,-1,,6.953571429
NWSL,Video Streaming,09402478ca8b4a3f9f029381d65f36f2,netflix,_none_,2024-02-03,1,0,1,17.225000000,
NFL,Video Streaming,3e27878a61c6c183939f1789ae6956d7,_none_,peacock_tv,2024-07-21,1,0,1,,5.867352941
NBA,Video Streaming,df3fe499482489390f3ef0d987e1711e,_none_,nba_league_pass,2024-08-20,0,1,-1,,17.095000000
MLB,Video Streaming,abb14a4edf30ca29bcbef0c7c3454521,_none_,netflix,2024-08-20,1,0,1,,11.798823529
NBA,Video Streaming,2430bf97a854786d957560b385ff6947,_none_,univision_now,2024-07-19,0,1,-1,,7.537500000
NBA,Video Streaming,698bb76b4cc069690ab10de086d949b5,_none_,netflix,2023-10-01,1,0,1,,13.178000000
NFL,Video Streaming,60ed163a7eca4cf6405156ddab67da18,_none_,netflix,2023-09-30,1,0,1,,19.765714286
NHL,Video Streaming,f900bc25c5a6f266fb1c4c18f133e2e1,_none_,netflix,2024-04-18,0,1,-1,,15.588750000
MLS,Video Streaming,abdcc18a7016406b9bacc824b850900a,paramount+,_none_,2024-01-29,0,1,-1,11.338000000,
MLB,Video Streaming,fd1e7eccb5b9b54f7d5ec57d349f1e24,_none_,disney_plus,2024-09-15,1,0,1,,12.994307692
MLB,Video Streaming,d670a327c9934a5266e245903031e381,_none_,netflix,2024-04-07,1,0,1,,18.069117647
NHL,Video Streaming,d6b255adb249759779af72f663596f7d,netflix,_none_,2024-10-24,0,1,-1,22.414722222,
NHL,Video Streaming,54eb28030c2bce7f19de069998fa27bb,_none_,roku,2024-06-19,1,0,1,,7.266666667
NHL,Video Streaming,c9f69c429343d09c33599093692d7805,_none_,hulu,2024-09-23,1,0,1,,62.326000000
MLB,Video Streaming,fe4bc61ba65e0426b7302b817dd54aba,hulu,_none_,2024-09-24,0,1,-1,10.816956522,
NBA,Video Streaming,f01a46d2d459a2ed8c7327da520528a6,ufc_tv,_none_,2024-06-22,1,0,1,7.395000000,
MLB,Video Streaming,608bb265e148d6459f17da4fe461b222,_none_,youtube_tv,2024-01-05,1,0,1,,70.326206897
MLS,Video Streaming,aabedf4b33f0d781d4218bc545a93d4e,peacock_tv,_none_,2024-09-27,0,1,-1,5.123333333,
NHL,Video Streaming,3878ce2f4e5cfa47334dcd795174f82e,roku,_none_,2023-09-30,1,0,1,6.975789474,
NFL,Video Streaming,8a641a248361ade4527d758a9b7fa95b,_none_,nfl_app,2023-10-01,0,1,-1,,15.555000000
NFL,Video Streaming,cdd2ff34a9583d997e3d83cfa6985635,youtube_tv,_none_,2023-10-08,1,0,1,94.330000000,
MLB,Video Streaming,2d7395a76d8b4a5129e7b6542fcd45cf,hulu,_none_,2024-07-16,1,0,1,11.135000000,
NHL,Video Streaming,cd659f73980e126789958f26fdc61d04,peacock_tv,_none_,2024-01-14,1,0,1,6.272857143,
NBA,Video Streaming,eefd38ffb2314ae6760c40265d0effa7,roku,_none_,2024-06-14,0,1,-1,7.534375000,
NBA,Video Streaming,893459ea41b0756223333c179fbdcd6b,_none_,hulu,2024-09-02,1,0,1,,83.328478261
NFL,Video Streaming,d517ed925fdf18fa802a1cfe83e55d91,ufc_tv,_none_,2023-12-09,1,0,1,11.368000000,
MLB,Video Streaming,b3a4867b3d115b2ffdd0b1976bf2661d,disney_plus,_none_,2024-10-03,0,1,-1,12.518076923,
MLB,Video Streaming,ceef5ecc6c40d1af4728e97285ba7ab7,_none_,netflix,2024-05-21,0,1,-1,,16.953000000
NHL,Video Streaming,971ab7865c3b2199a6e43113809a9ab2,peacock_tv,netflix,2024-04-19,1,0,1,6.661666667,17.024285714
MLB,Video Streaming,b019ffca5021f3e423d005d62ae087a8,hulu,_none_,2023-10-22,1,0,1,7.940000000,
NFL,Video Streaming,93b2cd332e30b6c644f360f5601f6baf,_none_,philo,2023-10-06,1,0,1,,26.780000000
WNBA,Video Streaming,068a2449ab31f80f998eef86ab549727,dazn,disney_plus,2024-06-10,0,1,-1,24.701818182,19.432222222
NFL,Video Streaming,12c24f8f96f8ed4b7580eb2344935cb8,_none_,disney_plus,2023-12-14,1,0,1,,10.407200000
MLB,Video Streaming,c7a996190bcaa7a3afcdb05a91a8f91d,disney_plus,_none_,2023-11-18,1,0,1,10.824000000,
NBA,Video Streaming,4c6bf7e58e4ab9b917c73be9ee492590,_none_,paramount+,2023-10-08,0,1,-1,,5.556111111
MLB,Video Streaming,39e79b36c9d24f35e2efb3ce9d47fdd0,_none_,hbo_max,2024-03-29,1,0,1,,16.891363636
NFL,Video Streaming,e3b2788b16e2c5a9892af9998e938284,_none_,disney_plus,2024-02-02,1,0,1,,13.853333333
MLB,Video Streaming,a1278a5d266238ae58242380fccfaa53,_none_,hulu,2023-10-26,0,1,-1,,10.441428571
NFL,Video Streaming,89e20e78060e92dc3592d1659c12afab,_none_,netflix,2023-12-22,1,0,1,,20.846363636
NFL,Video Streaming,1c2130df53f9d1f342adc2551e2e24e0,_none_,netflix,2024-07-16,0,1,-1,,23.800000000
NFL,Video Streaming,7e19d5b0f07f2e4458052ab473b1c162,_none_,bleacher_report_live,2024-03-01,1,0,1,,49.878823529
MLB,Video Streaming,8b6e9d30757ddb364cd4cd04f708cf93,_none_,fubo_tv,2024-06-10,1,0,1,,108.124000000
NFL,Video Streaming,a9c9b47400cbb7cabe16ebee8616c02d,_none_,nfhs_network,2024-02-02,0,1,-1,,11.823846154
NHL,Video Streaming,7584c87533c7721ecbe89c4fea6323d1,_none_,dazn,2024-09-14,1,0,1,,43.825000000
MLB,Video Streaming,23e16811ea5e63c4ebe43fdff6838645,roku,_none_,2024-02-25,1,0,1,16.720000000,
NHL,Video Streaming,5a67a3fcb77355a97a587bd47965a739,_none_,peacock_tv,2023-11-18,0,1,-1,,12.713571429
MLB,Video Streaming,a1ed987257be8b43e5f2f084c5eec3f3,espn+,_none_,2024-08-17,0,1,-1,22.825000000,
MLB,Video Streaming,5d9872b32e85f63d7fb7ce620890ab11,peacock_tv,_none_,2024-05-27,1,0,1,7.300000000,
NFL,Video Streaming,b0778e4404ef6d7d4e80b75f687e187c,disney_plus,_none_,2024-03-10,0,1,-1,12.670000000,
MLB,Video Streaming,68718bb9ab7a63cb53e3dcdc15558753,_none_,disney_plus,2024-03-28,1,0,1,,5.490500000
NBA,Video Streaming,bcd5144dbab2c634b81a0f21e1e00409,_none_,fubo_tv,2024-07-26,0,1,-1,,94.994285714
NFL,Video Streaming,672c40dfc756acaa9b6b959ca7161062,_none_,netflix,2024-06-28,1,0,1,,21.287931034
MLB,Video Streaming,23b909df51b2db07bfbea62389bc21cb,youtube_tv,_none_,2024-08-30,0,1,-1,75.416363636,
MLB,Video Streaming,b3d883e1a148356cc3a141dc1b8f9fbc,_none_,peacock_tv,2023-11-21,1,0,1,,5.416800000
NHL,Video Streaming,15c3b50d25d6c51c6d8623fcdc237428,_none_,peacock_tv,2024-04-12,1,0,1,,8.804285714
NHL,Video Streaming,64074d1846c8e0e728b3b3bb6129adcb,_none_,netflix,2023-12-26,0,1,-1,,17.095333333
NFL,Video Streaming,57e2071e357f1a482156c879436511a0,_none_,hulu,2024-01-28,1,0,1,,14.184545455
NBA,Video Streaming,d4f451b08fc2d9621d9b9d727d3b4041,_none_,netflix,2024-02-12,0,1,-1,,16.565000000
NBA,Video Streaming,705ac358a469d96194c2a392c8fd7711,_none_,youtube_tv,2024-04-12,0,1,-1,,44.575000000
NFL,Video Streaming,73eb2d1cebc3d277d6b9b165a5b23c3b,_none_,sling_tv,2024-10-15,1,0,1,,41.505000000
NHL,Video Streaming,0bbc479580958729109c785542e07b9c,_none_,hulu,2024-02-28,1,0,1,,4.670000000
MLS,Video Streaming,2f03889b4fbd466365ed7a8a04c5f4e9,peacock_tv,_none_,2023-11-03,0,1,-1,5.564285714,
NWSL,Video Streaming,94b260d7c13e45e18020e0ce4122525a,peacock_tv,_none_,2024-07-19,1,0,1,8.475000000,
NHL,Video Streaming,9d8e5b506e9f36c0d1279b06b9d2621a,_none_,sling_tv,2024-08-21,1,0,1,,34.938000000
NFL,Video Streaming,4d305b31a505705d2da8f3407e4710ed,espn+,_none_,2024-04-02,0,1,-1,11.348750000,
NBA,Video Streaming,5ed0fd2795ecaf92ffd19011e861aef2,showtime,_none_,2024-03-19,0,1,-1,11.938571429,
NFL,Video Streaming,e1b654190b64d9bcd7b159dbfd21acdf,_none_,youtube_tv,2024-08-28,0,1,-1,,67.210000000
NBA,Video Streaming,785ca05148e014269dfec7ea72ee7d67,_none_,peacock_tv,2024-03-08,0,1,-1,,7.629230769
NFL,Video Streaming,4c4c24e76f1f0a66caa48473b6821833,roku,_none_,2023-10-25,1,0,1,9.768913043,
NFL,Video Streaming,0b82275d1ea1cae40bb713c2f568aa86,paramount+,_none_,2023-11-11,1,0,1,13.387142857,
NBA,Video Streaming,86dd83d647a078e8d8f8e40cee754250,youtube_tv,_none_,2024-04-30,0,1,-1,68.962857143,
MLB,Video Streaming,d05bbf07f289350edecb2c01c7c93fde,_none_,hulu,2024-09-20,1,0,1,,7.921666667
NBA,Video Streaming,07e2d38166550f69f5d0d2ab245610c5,_none_,netflix,2024-06-19,1,0,1,,16.712222222
NFL,Video Streaming,7b6c136358c1de4b301e99c2253c1a2e,_none_,hbo_max,2024-05-18,1,0,1,,9.492777778
NFL,Video Streaming,2da6f301345f899c58f709cf0f8ed54a,hulu,_none_,2024-09-23,0,1,-1,87.635000000,
NBA,Video Streaming,acceccfa7fb9db53456f2cf3a19432cc,_none_,roku,2024-05-25,0,1,-1,,12.337777778
NFL,Video Streaming,9a1dfe2da6321b159f0790192e6e6e74,_none_,vudu,2024-06-29,0,1,-1,,9.922500000
NBA,Video Streaming,ee059043c49f11da036df5e9349ac107,_none_,youtube_tv,2023-10-28,0,1,-1,,67.083125000
NFL,Video Streaming,40366eb2cf0018c1cbf7bf01cce81e08,espn+,_none_,2024-05-23,1,0,1,11.580000000,
WNBA,Video Streaming,62b92f3a0d36e8b168276d16452b8bb7,peacock_tv,_none_,2023-11-23,1,0,1,3.490666667,
NHL,Video Streaming,5bd2d29aa20ff71e5688303dfcbdf4f4,_none_,peacock_tv,2024-01-15,1,0,1,,5.720000000
NHL,Video Streaming,4326668f93320197d27ad4737fd08aa2,hulu,_none_,2024-09-22,0,1,-1,23.132121212,
NBA,Video Streaming,2fbc9af474374695bad302bb1fefec55,netflix,_none_,2024-09-29,0,1,-1,19.604473684,
NBA,Video Streaming,54755a015e1ad7e1a173a137e16de39e,disney_plus,_none_,2023-12-29,1,0,1,18.591333333,
NHL,Video Streaming,22093fa1419294abe94d66a2a04fcb6f,peacock_tv,_none_,2023-12-30,1,0,1,6.818571429,
NFL,Video Streaming,40355c3a9b0cda1f93c18a1afdad778b,_none_,netflix,2023-10-06,0,1,-1,,15.528125000
MLB,Video Streaming,1620540e939124e0578978e87f9094ef,_none_,hulu,2024-09-24,1,0,1,,17.940000000
NHL,Video Streaming,2a774a7eb606be3bac140d665c505885,hbo_max,_none_,2024-07-18,0,1,-1,14.130571429,
MLB,Video Streaming,2dd241eeab2bf6121eb5facd949e8dcd,_none_,hulu,2024-04-08,1,0,1,,58.870000000
NHL,Video Streaming,3cfd8f631fef267f4b30c43984a45e85,_none_,disney_plus,2024-06-28,0,1,-1,,1.416250000
NFL,Video Streaming,99040e91bd476323c939f09f7169cb39,netflix,_none_,2024-10-26,0,1,-1,12.244444444,
MLB,Video Streaming,1761a0ba540a2290b78e419c6147b58d,_none_,netflix,2023-11-24,1,0,1,,12.060000000
MLB,Video Streaming,9931658e683af7e6ede8ae380009ee8f,_none_,disney_plus,2024-04-23,0,1,-1,,21.884545455
MLB,Video Streaming,ac2472ec13e3b8eaa010e2567d7cf32c,hulu,_none_,2024-09-06,0,1,-1,11.316190476,
NFL,Video Streaming,49f3d7a57448ee4a42a34ffec46f2713,redbox,_none_,2023-10-07,0,1,-1,11.585957447,
MLB,Video Streaming,f592f2167c04494360f00c39ced8e878,_none_,nfhs_network,2024-02-20,0,1,-1,,11.893076923
NFL,Video Streaming,1d1a53472707218256db1b4d237ce12c,_none_,netflix,2023-10-11,0,1,-1,,16.080000000
NFL,Video Streaming,32250799e05807b6bcbf31da85430ac7,netflix,_none_,2024-07-02,1,0,1,26.264285714,
NFL,Video Streaming,87ce1d206e430eb07b0dcb4b8b8b0584,_none_,peacock_tv,2023-10-26,1,0,1,,5.952500000
MLB,Video Streaming,89f1582321ce52db955b160f7909d5a7,_none_,peacock_tv,2023-11-27,1,0,1,,4.997500000
NHL,Video Streaming,c268d267ed0e1d6868fc3a909c74064e,peacock_tv,_none_,2023-12-06,1,0,1,7.007500000,
MLB,Video Streaming,977c60e4073d8fb46b34db42206250cf,hulu,_none_,2024-09-25,0,1,-1,81.535000000,
NBA,Video Streaming,ec89c6a3163df9205c555cb71b7d1d9f,paramount+,_none_,2023-09-27,0,1,-1,5.928965517,
NHL,Video Streaming,346ec5ccac4259ea25ddb2e087863b43,_none_,hulu,2024-10-21,1,0,1,,8.185000000
NHL,Video Streaming,49344ca113eeeaff05919eecf524d24e,vudu,_none_,2024-07-30,0,1,-1,16.306250000,
