COMMUNITY,MOVEMENT_GROUP,FAN_ID,PRIMARY_MERCHANT,SECONDARY_MERCHANT,DAY_DATE,WINS,LOSSES,NET,PRIMARY_SPEND,SECONDARY_SPEND
NFL,Video Streaming,2c6ac6963ee79ba771b5ef8d41974ef5,_none_,disney_plus,2024-06-27,1,0,1,,16.120000000
NBA,Video Streaming,70d9a235360cefa1e898df066bf0161b,paramount+,_none_,2023-11-24,0,1,-1,5.228333333,
NHL,Video Streaming,a4b0690626ff386cd49900963532750b,_none_,disney_plus,2024-02-09,1,0,1,,11.342777778
NBA,Video Streaming,16d9ec6f6de2f54702e0d37db13a8efc,_none_,netflix,2024-05-11,0,1,-1,,7.403333333
NFL,Video Streaming,9ea58ea739f9ea1034e08f27e9bf19a3,disney_plus,hbo_max,2024-08-02,0,1,-1,14.408000000,17.240000000
NHL,Video Streaming,36c82abc82e744c873588951eaa4cc11,disney_plus,_none_,2023-09-28,0,1,-1,14.934285714,
NFL,Video Streaming,0ea01c370e6ae05b0dfdf05803e5fb22,_none_,netflix,2024-05-22,1,0,1,,16.281250000
NBA,Video Streaming,8f7849db7210cacdb01c913134cf338d,_none_,hulu,2024-08-15,1,0,1,,7.860000000
MLB,Video Streaming,6543b2888d2238473e7ec9eee210acfc,peacock_tv,_none_,2024-05-21,1,0,1,8.145000000,
NBA,Video Streaming,c1465f68d851b102bdbed11a2550fc3d,hulu,_none_,2024-07-02,0,1,-1,14.006111111,
MLS,Video Streaming,92c65159be060e08a72846d977c00626,dazn,_none_,2024-08-03,1,0,1,52.775000000,
NFL,Video Streaming,fc14b926b321256388949f336a51eca4,youtube_tv,_none_,2024-03-26,1,0,1,65.034166667,
NBA,Video Streaming,3abdcc637f6f76718fd1cd8be5dc0a7c,_none_,hulu,2024-08-14,1,0,1,,21.678823529
MLB,Video Streaming,27a5a4762463c58bd58a65e5b54c8e53,_none_,disney_plus,2024-01-10,1,0,1,,18.300000000
NFL,Video Streaming,1201c5d484e0d47fa99f397a6214eba6,_none_,netflix,2024-01-03,0,1,-1,,15.480000000
NFL,Video Streaming,21f51a6f5dabd3607b96a3f37e6c5f50,_none_,netflix,2024-04-19,0,1,-1,,26.005000000
NBA,Video Streaming,7d546062b342010556c95f41d90c144e,_none_,hulu,2024-09-11,1,0,1,,7.681081081
WNBA,Video Streaming,e69df50c2d964f7e1b77a3db35866a05,_none_,netflix,2024-03-16,1,0,1,,23.097500000
MLB,Video Streaming,22aa8a93d5f853978997cef38ffac67a,peacock_tv,_none_,2023-12-11,0,1,-1,5.068333333,
NBA,Video Streaming,db077fa5b4f97c538b027a33276dce21,_none_,hulu,2024-05-20,1,0,1,,11.008518519
NHL,Video Streaming,a859b6d8e71c43de25baacc4f104baa4,_none_,netflix,2024-05-19,0,1,-1,,16.175000000
NFL,Video Streaming,81e1014f1c4bfeaf1fb142b68ba2f438,_none_,youtube_tv,2023-10-18,1,0,1,,73.298260870
NFL,Video Streaming,1557a8fe5b9916c08fc0ecc256e33766,_none_,disney_plus,2023-12-16,0,1,-1,,8.360000000
MLS,Video Streaming,193483e624a1e832db7a7d39de1ec0aa,_none_,hulu,2024-07-28,1,0,1,,69.469166667
NFL,Video Streaming,6e3f015dd37ec427f5972a065700e997,netflix,_none_,2024-07-12,1,0,1,16.462500000,
NHL,Video Streaming,0f2853475c29ac9d0f63a39bfe0043d3,_none_,mlb_tv,2024-10-29,1,0,1,,28.707500000
NBA,Video Streaming,7b3dc2eb57276a8cbd60cf67d302c99b,disney_plus,espn+,2024-05-01,1,0,1,11.391250000,10.480000000
NFL,Video Streaming,de038b3b6dcb639e80271439df46b17a,_none_,espn+,2024-03-27,1,0,1,,10.897142857
NBA,Video Streaming,8f11f26c7ce2880dfea5e1f8eb95cf7b,_none_,peacock_tv,2024-03-19,1,0,1,,7.802608696
NHL,Video Streaming,3abd3c79aad51287cecb1aaa5f28c05f,_none_,disney_plus,2024-02-01,0,1,-1,,20.268000000
NHL,Video Streaming,26f57c976637ca53fce98bb5dbe32dcf,_none_,paramount+,2023-10-01,0,1,-1,,3.690000000
MLB,Video Streaming,e91ebb618c3e79ea11b5c9ced97a47fd,_none_,paramount+,2024-01-19,0,1,-1,,6.077333333
NBA,Video Streaming,0b08e3476e8fc551cd3d8b4cf0b03238,_none_,hulu,2024-08-31,1,0,1,,75.869677419
NFL,Video Streaming,a2e1997fe763a44dd2f6bfdcd3c0639c,_none_,netflix,2023-11-22,0,1,-1,,23.110000000
MLB,Video Streaming,d0d0b85375f339b7dfaa6303fae120ba,paramount+,_none_,2023-10-13,0,1,-1,7.636000000,
NBA,Video Streaming,c3cae5df09c9cf5c5475f931daf9c3f5,hulu,_none_,2024-09-25,0,1,-1,65.581666667,
NBA,Video Streaming,69d1db227003e88474f61bce35e9c0c0,_none_,disney_plus,2024-09-29,1,0,1,,19.291538462
MLB,Video Streaming,4b791a168446e5b67dabdbf17ea9a720,youtube_tv,_none_,2024-10-30,0,1,-1,97.347906977,
NHL,Video Streaming,41fbbe70803acbe20266952addb3b0f6,_none_,roku,2024-07-25,0,1,-1,,8.448571429
NFL,Video Streaming,f227f9c9b23eed4e3603eddfd7f99ad1,hulu,_none_,2024-09-05,0,1,-1,50.004000000,
NFL,Video Streaming,09fa8539e0d04db4a93c30c7087d4c40,netflix,_none_,2023-09-30,0,1,-1,14.043076923,
NFL,Video Streaming,a826b7bdcade2d129b33dc140647b2cd,hulu,_none_,2023-11-28,0,1,-1,14.356764706,
MLB,Video Streaming,c17d6941269f6fac381e3d0e60a07110,_none_,hulu,2024-09-20,1,0,1,,9.855111111
MLB,Video Streaming,75a76fa53387bb452a9946cb44e6dff8,_none_,peacock_tv,2024-04-16,0,1,-1,,7.543333333
MLB,Video Streaming,678f0faa9c3ea1277fe9618027ec33d9,paramount+,hbo_max,2024-04-06,0,1,-1,10.866363636,9.817777778
NBA,Video Streaming,2761f7c3dd233b8fbb51cecd88dced27,netflix,_none_,2024-01-20,1,0,1,15.595555556,
NFL,Video Streaming,1ae8390db1b416d41c557308de839f63,_none_,discovery,2024-08-14,1,0,1,,7.316444444
NHL,Video Streaming,38662569b647569529deae3a6316669b,netflix,_none_,2024-08-10,1,0,1,17.771666667,
NHL,Video Streaming,f6456923a48d84c70410d7d233ea0678,_none_,fubo_tv,2023-10-16,0,1,-1,,265.690000000
NBA,Video Streaming,1777c3afa8e1120cbde547c860702815,_none_,redbox,2024-01-10,1,0,1,,6.493636364
MLB,Video Streaming,b2b4bf43763f9468c494da78f136bc97,youtube_tv,_none_,2024-03-28,1,0,1,75.956250000,
MLB,Video Streaming,306fc3d367d7c75865317f7a491dc46c,disney_plus,_none_,2024-05-17,1,0,1,22.287000000,
MLB,Video Streaming,d738980f2b264f7e23fd03d2df762a0c,_none_,netflix,2024-03-27,0,1,-1,,17.031818182
MLB,Video Streaming,37d0d56926f780db1f79442bb27caf2c,_none_,peacock_tv,2023-10-09,0,1,-1,,7.483529412
MLB,Video Streaming,0cddf2e53f80a17e08e56354e3526097,_none_,hbo_max,2024-05-18,0,1,-1,,20.544000000
NHL,Video Streaming,28941a1cafc83682cd0fa93901d025c6,youtube_tv,_none_,2024-04-28,0,1,-1,49.902000000,
NBA,Video Streaming,519d90718745bcba6b143b10a7fe896a,hulu,_none_,2024-10-06,0,1,-1,17.355833333,
NWSL,Video Streaming,af6aa998f9ceb9b8eb57a0f3eb611abf,paramount+,_none_,2024-08-07,0,1,-1,6.302307692,
MLS,Video Streaming,e15855e9bfbbf5b029350c74bb19340d,disney_plus,vudu,2024-06-16,1,0,1,10.540000000,18.549333333
MLB,Video Streaming,baab965610bb017b5e5ad17f37f7afea,disney_plus,_none_,2024-07-26,1,0,1,11.603750000,
NFL,Video Streaming,f76334755c7799f7244b61f63cfa414e,_none_,netflix,2024-04-03,0,1,-1,,17.653333333
NFL,Video Streaming,28ced42321dae9be54687e15584e29f1,_none_,dazn,2023-12-08,1,0,1,,29.001250000
MLB,Video Streaming,f26961bbe8498eb74d6f1d92e125ef57,_none_,netflix,2024-09-05,1,0,1,,21.394615385
MLB,Video Streaming,4763800f133897577f74cb40c8927d19,youtube_tv,_none_,2023-10-08,1,0,1,59.160000000,
MLB,Video Streaming,cee3a47b51afd5540e100b6d870423d6,_none_,hulu,2024-07-10,1,0,1,,18.708750000
NHL,Video Streaming,cd295366d0d7d7975bf27e858f41ed73,_none_,univision_now,2024-04-07,0,1,-1,,9.600000000
MLB,Video Streaming,4d144c7d50e5da0a8692e1d3cd70816c,hulu,_none_,2024-01-18,0,1,-1,7.955000000,
NBA,Video Streaming,6359d666b99d794abf0a26b76909bf02,youtube_tv,_none_,2023-10-30,0,1,-1,66.263333333,
NBA,Video Streaming,dc4246d6cd8595e0325ac39601ef0ccd,_none_,netflix,2023-12-04,0,1,-1,,16.695000000
MLB,Video Streaming,302eb986d5fe694e80bd2f6f99985a6c,hulu,_none_,2024-09-03,0,1,-1,78.457906977,
MLB,Video Streaming,98068885d997a68c2f92ab1b933dbd7b,_none_,paramount+,2024-02-05,0,1,-1,,12.285454545
MLB,Video Streaming,3f19c1a3417dec06dd0cbb0477f8044c,_none_,peacock_tv,2024-06-18,0,1,-1,,7.690000000
MLB,Video Streaming,147f16c3d2c707878c58b90b5a15d5a2,netflix,_none_,2024-02-13,0,1,-1,15.036666667,
NHL,Video Streaming,bf6d0bc683ebd73a2d006c03199e71c8,disney_plus,_none_,2023-12-21,1,0,1,50.386363636,
NFL,Video Streaming,e625271fe8434e23bf23dff6518922fe,_none_,netflix,2024-09-24,1,0,1,,23.171153846
MLB,Video Streaming,46c88cc747809ea5f385199a98290b3d,_none_,hulu,2024-09-22,1,0,1,,8.223500000
NFL,Video Streaming,53aabf902cefc845eece2d8ffad98f23,hulu,_none_,2024-10-07,0,1,-1,84.096956522,
NFL,Video Streaming,4a03161ff4fecd09d8450fcb0e79d8d4,_none_,hulu,2024-05-23,1,0,1,,44.427500000
MLB,Video Streaming,d27e8d038d65f308cbd8dd848c7c6567,_none_,hulu,2024-09-15,1,0,1,,8.416428571
NHL,Video Streaming,9d68376c0d57514120a4970c97825799,hulu,_none_,2023-11-25,1,0,1,5.071250000,
NHL,Video Streaming,ab5910e246b88946b0e93c7763ff3941,_none_,hulu,2024-10-07,1,0,1,,8.692631579
MLB,Video Streaming,a1dc1687aa327bfa8d9356e3262941e0,_none_,hulu,2024-09-11,1,0,1,,8.231875000
NFL,Video Streaming,32a91b0b3f4587e5db1020569c50441f,hulu,_none_,2023-12-30,1,0,1,5.098571429,
MLB,Video Streaming,119a27316a134f3c910ac273f0d09a62,netflix,_none_,2023-10-16,1,0,1,16.100000000,
WNBA,Video Streaming,c691868aca98330c66063d7bc7209edf,_none_,netflix,2023-10-31,1,0,1,,22.623750000
MLB,Video Streaming,5812bf4e600c56fe9df64d6b1e738be3,youtube_tv,_none_,2024-03-26,0,1,-1,77.586666667,
MLB,Video Streaming,31a0aae375ca4e6dcbc8e03037285c60,_none_,peacock_tv,2023-10-02,0,1,-1,,7.270000000
NBA,Video Streaming,341877b8f9cf979112ed07a3aa13ed90,roku,_none_,2024-02-09,1,0,1,6.553333333,
NHL,Video Streaming,f8a01a36098d04acd163a9720c010304,_none_,hulu,2024-02-27,1,0,1,,104.088666667
MLB,Video Streaming,10584262646edbd4a10678d12f29f80b,netflix,_none_,2024-03-04,1,0,1,14.536250000,
NFL,Video Streaming,2a85cde0f1afc9abd918f51c245d499c,_none_,peacock_tv,2024-01-21,0,1,-1,,6.965000000
NHL,Video Streaming,f2ec34ee5891902f745a6aa75e6baba0,_none_,youtube_tv,2023-11-29,0,1,-1,,79.570000000
NFL,Video Streaming,d976b095fa87229e6c558acf3bf158c4,disney_plus,_none_,2024-03-22,0,1,-1,11.023750000,
NBA,Video Streaming,60cc83102c9fd911b13ed509b22ee1d1,dazn,_none_,2024-04-06,0,1,-1,24.678181818,
MLB,Video Streaming,d8eeab2f01b3ed75826cc05afdef4886,_none_,hulu,2024-03-02,1,0,1,,8.928461538
MLB,Video Streaming,cb0b94d5492221995a255067cb0868de,_none_,peacock_tv,2024-03-21,1,0,1,,5.572352941
MLB,Video Streaming,0acb543181742aaadd4fa730a313447f,_none_,hulu,2024-09-22,1,0,1,,74.705333333
MLS,Video Streaming,33fbacae134971d756b0a9e3527bf41d,peacock_tv,_none_,2024-07-21,1,0,1,9.063750000,
NFL,Video Streaming,c924d41658955e3b359fb7a163e0383e,hulu,_none_,2024-09-01,0,1,-1,3.822000000,
MLB,Video Streaming,3e998c1c6fb0e4a7bf719d432a485b2f,roku,_none_,2024-08-07,0,1,-1,8.348888889,
MLS,Video Streaming,5ad30f1500bd85c5b332163bdde1712f,_none_,paramount+,2024-01-17,1,0,1,,6.550000000
NFL,Video Streaming,7eaaa8f1c2b765350957b885cca5059f,_none_,roku,2024-02-16,1,0,1,,11.125555556
MLB,Video Streaming,9f1a2c59b2b3979ca81b82d967789224,peacock_tv,_none_,2024-03-01,1,0,1,7.146666667,
MLB,Video Streaming,23ee8eb070ca4b4c7f6f6b0fadaea132,_none_,netflix,2023-12-03,0,1,-1,,17.160000000
NFL,Video Streaming,6ee26ac437d445a1cff29e7fbd4d76e0,_none_,disney_plus,2024-03-25,0,1,-1,,14.689333333
NBA,Video Streaming,aa9723fb3c5205a2d77487375f1f1c29,hbo_max,_none_,2024-01-04,0,1,-1,11.264285714,
NHL,Video Streaming,b87eb3676196e66269932817cc481f83,_none_,disney_plus,2024-10-29,1,0,1,,11.236056338
NHL,Video Streaming,e53d1b70c5b0432c274732ded9df4f00,hulu,_none_,2024-09-23,0,1,-1,100.187209302,
NFL,Video Streaming,1cca078836426dd10f2891c439fc26d9,peacock_tv,_none_,2023-12-24,1,0,1,4.398000000,
NFL,Video Streaming,1f9fb4a66b7eab0ea6ed7864b2536560,_none_,netflix,2024-01-16,1,0,1,,14.157500000
NFL,Video Streaming,af92e7237d783dca8ebd8e166c4f659a,_none_,youtube_tv,2024-02-26,0,1,-1,,83.011428571
NBA,Video Streaming,7b58c3db1bbeba3295be4ea84c476b75,netflix,_none_,2024-09-30,0,1,-1,10.373333333,
NFL,Video Streaming,bd855c7e9e8b3c6e8da417ed7c4a1893,_none_,hulu,2024-09-22,1,0,1,,77.614571429
MLB,Video Streaming,93ba91ce90a9681a60f51cf3bdc6f462,netflix,_none_,2023-12-03,1,0,1,7.024000000,
NHL,Video Streaming,877c895aade07a26270df87d72f0abb5,fubo_tv,_none_,2024-04-09,1,0,1,96.480000000,
NFL,Video Streaming,8c4ff42dbf2399d4afba6c202f54b898,_none_,hulu,2024-03-05,0,1,-1,,19.626666667
NHL,Video Streaming,136a290160adecb2372d97ab60dd8f57,_none_,netflix,2023-11-11,0,1,-1,,25.221250000
MLB,Video Streaming,6c95fbd52deef2af961e6dd28b660d15,_none_,hulu,2024-06-23,0,1,-1,,10.266666667
NBA,Video Streaming,c10d9fbf6530f40ffdcd4ef77fbb38f7,_none_,roku,2024-03-11,1,0,1,,11.540666667
NFL,Video Streaming,f3c2545ca31bc70c0006479998adf6a3,_none_,disney_plus,2023-10-06,1,0,1,,20.460526316
NFL,Video Streaming,dec5c2ae3d628083d9c70cc30cda8d10,peacock_tv,_none_,2024-01-14,1,0,1,7.210714286,
MLB,Video Streaming,2607ab92de2d68bb8372b43b9c44670d,netflix,_none_,2024-10-31,0,1,-1,21.368181818,
NHL,Video Streaming,02f60a89b48139d7c0709c539ebc75cb,_none_,fubo_tv,2024-05-17,1,0,1,,92.417500000
NBA,Video Streaming,5b7b9348481a0654969a679b3a1660f0,_none_,roku,2024-02-18,0,1,-1,,17.790000000
NFL,Video Streaming,dc26dd349beadae77d6de6ad005e4135,roku,_none_,2024-06-27,0,1,-1,7.851000000,
NFL,Video Streaming,bb7ccd9cdd9532fda89db0c446c158ad,_none_,roku,2024-09-30,1,0,1,,12.996000000
MLB,Video Streaming,06cb37d28f0605a88efccee7a57a9cee,_none_,nfhs_network,2024-02-16,0,1,-1,,12.870000000
MLS,Video Streaming,3dfb9e12af0e7e2e7fa9acb0b106bf91,_none_,espn+,2024-06-15,0,1,-1,,12.284444444
NBA,Video Streaming,1cb7dd8206c4bbb6906e131130449960,_none_,disney_plus,2024-08-13,1,0,1,,8.770000000
WNBA,Video Streaming,e58f6f839f3a43411a56bebe011be072,_none_,hulu,2024-10-02,1,0,1,,69.632000000
NHL,Video Streaming,2e15cadb152a8f1abf7e34a12f1700b1,netflix,_none_,2023-10-29,0,1,-1,15.813571429,
MLB,Video Streaming,a70bd8a282c60bf307e7be5f4571e60f,peacock_tv,_none_,2024-07-28,1,0,1,6.936666667,
NFL,Video Streaming,f51d833c9d6c2ee978a2013c32f9c017,_none_,netflix,2023-12-04,1,0,1,,23.330000000
NBA,Video Streaming,e4932b11cb95922960b307c72a373792,_none_,youtube_tv,2024-05-28,0,1,-1,,74.068750000
MLB,Video Streaming,1a00d68812f93188d91795f48f21f8d5,_none_,netflix,2023-12-08,0,1,-1,,22.695000000
NHL,Video Streaming,2dde375a50e1328146f304423ea96908,paramount+,_none_,2024-09-06,0,1,-1,11.907692308,
NBA,Video Streaming,2c7200bbed8e34c259815e9e6d6688e6,hulu,_none_,2024-09-13,0,1,-1,16.483823529,
NFL,Video Streaming,b9f57a335ed93c1a2490fd7f8be34b16,hulu,_none_,2024-05-06,1,0,1,93.035000000,
MLB,Video Streaming,0db608f678bbc4d0987bdb90c3b2e767,vudu,netflix,2023-12-30,0,1,-1,9.070000000,11.060000000
NHL,Video Streaming,40463ec170705a3f0c80f2895d7abe32,hulu,_none_,2024-09-04,0,1,-1,21.812666667,
NHL,Video Streaming,5cbec426c798e81b62342a102a37b0aa,_none_,peacock_tv,2024-06-21,0,1,-1,,7.654444444
NFL,Video Streaming,9df6d9afeff220040fdbbdf412553ca5,netflix,_none_,2023-10-19,1,0,1,23.111428571,
NFL,Video Streaming,1d36fa1f1e1d13938ba83077b2283134,_none_,roku,2024-08-06,1,0,1,,6.156000000
NBA,Video Streaming,7cf965b647a270a4da4959b1f66cfd2f,nba_league_pass,_none_,2023-11-10,1,0,1,15.920000000,
MLB,Video Streaming,661fed6caa02104b4dc740deb619d254,_none_,roku,2024-06-22,0,1,-1,,13.050000000
NHL,Video Streaming,b79bb21cf91c8b3c90d433aa1c44afbe,_none_,netflix,2024-09-30,1,0,1,,16.110000000
NBA,Video Streaming,b03b192c40f0ca610e9507d154b38cb2,disney_plus,_none_,2024-01-02,0,1,-1,9.149729730,
MLB,Video Streaming,de730a1ca7375d4babf7d0e7713facd4,_none_,hulu,2024-01-01,0,1,-1,,20.076666667
NHL,Video Streaming,2339e0c549cc622a970be6975b84881b,_none_,disney_plus,2024-06-12,1,0,1,,8.417777778
NFL,Video Streaming,740fa108ce21329d0953dd937d864587,_none_,netflix,2024-08-16,1,0,1,,23.235833333
MLB,Video Streaming,dfc2397216bce109e20f4b67fe545a2b,_none_,hulu,2024-09-12,1,0,1,,12.419444444
MLB,Video Streaming,3ddb095c3534c43d14be240ec7864b08,_none_,netflix,2024-10-20,1,0,1,,15.701333333
NBA,Video Streaming,6670c9dda9971e64b8f355c3b734193d,nfhs_network,_none_,2024-03-02,1,0,1,13.457142857,
NHL,Video Streaming,a49eb05b4bf708faa8d64a534e508e96,_none_,hulu,2024-08-19,1,0,1,,79.990000000
NWSL,Video Streaming,f3b6b9dd9bcd0bba46663d90737ff3cc,_none_,paramount+,2024-08-07,0,1,-1,,11.712857143
MLB,Video Streaming,8033c5b18634fb0be2731eb132eb3ac2,hulu,_none_,2024-01-11,0,1,-1,1.945000000,
MLB,Video Streaming,9e332a57f27b2bdaaeba2640194c4f2f,_none_,hulu,2024-03-11,1,0,1,,35.375862069
NFL,Video Streaming,7066d9ea8fbc02a6bbf8d550bfc02ec7,youtube_tv,_none_,2023-10-26,1,0,1,77.071111111,
NBA,Video Streaming,a2dd8ddc602a454528f87c22cec511de,peacock_tv,_none_,2024-04-28,0,1,-1,9.780000000,
NBA,Video Streaming,1caec1b1cc6dc51a8c9f9149733a0111,discovery,_none_,2023-09-28,1,0,1,5.091000000,
NHL,Video Streaming,d091c0f58058f71d32776fc48251eaad,hulu,_none_,2024-03-19,0,1,-1,16.334000000,
NFL,Video Streaming,9bd77dd432a9d2a74fa8dc7bbde1e375,_none_,youtube_tv,2024-02-27,1,0,1,,78.489090909
NFL,Video Streaming,da6e55ba9cd5b69f9bf53ffb0eb89969,hulu,_none_,2024-01-08,1,0,1,7.697500000,
NBA,Video Streaming,cdfaa687b73a7de786580d9ad68fecc4,paramount+,_none_,2024-09-21,0,1,-1,12.883000000,
NFL,Video Streaming,8b2cad4f50ae78eeca755fef63d25010,dazn,_none_,2024-05-04,1,0,1,53.630000000,
MLB,Video Streaming,a727f7b24f5f15a50a0db943def06c14,_none_,peacock_tv,2024-04-03,1,0,1,,6.925000000
NBA,Video Streaming,ddd19b9e7ab81741a0e16b26b08ffeb9,netflix,_none_,2024-01-18,1,0,1,25.722142857,
NHL,Video Streaming,5740af1f7e51234240ee59c05b7cac6a,_none_,hbo_max,2024-10-16,1,0,1,,15.314545455
NHL,Video Streaming,1daca3ee964cf154da1527dc016195ba,_none_,disney_plus,2024-07-01,1,0,1,,7.196666667
WNBA,Video Streaming,cbf0ae650425d8a5350d4104acb45723,_none_,hulu,2024-10-01,1,0,1,,11.759230769
NFL,Video Streaming,678ac9c3e30d0dbccc02a5ca0a3a9c9a,_none_,netflix,2024-08-26,1,0,1,,22.103142857
NFL,Video Streaming,1ebde0a943f60162b930303a9041c91a,hulu,_none_,2024-06-20,1,0,1,17.852222222,
NBA,Video Streaming,012864e41a4df016f5b147c0ea144d0f,hulu,_none_,2024-05-18,0,1,-1,43.690000000,
NHL,Video Streaming,35336fc60613c22259033417ffdc36f8,_none_,fubo_tv,2024-04-30,1,0,1,,93.007142857
NWSL,Video Streaming,04e1245ddf13674cc00a207e7646c5ca,_none_,dazn,2023-09-30,0,1,-1,,22.510000000
NBA,Video Streaming,46f1096f636733386d09a01ad5e7274e,_none_,roku,2023-11-19,0,1,-1,,12.341333333
NHL,Video Streaming,1cc163ab219a6a9999ad2a8163615bb7,disney_plus,_none_,2024-07-19,0,1,-1,14.296176471,
NBA,Video Streaming,df1fc906e3b89db93db0893cea1ac213,disney_plus,_none_,2024-07-23,1,0,1,9.386250000,
MLB,Video Streaming,7c9b40891a4fd186c02db83f122a0462,_none_,paramount+,2024-07-21,0,1,-1,,5.950000000
NFL,Video Streaming,0e20d121ddcbb56db320c72806bad339,netflix,_none_,2024-02-15,1,0,1,24.286000000,
NFL,Video Streaming,4543cd77ec5d787ebe2a1c443f01ac46,_none_,hulu,2024-08-07,1,0,1,,49.920000000
NBA,Video Streaming,e28803ca3a6edee44848e5cd0e0fb32b,_none_,fubo_tv,2024-06-25,0,1,-1,,104.153750000
NFL,Video Streaming,ed15e5b62f37ca89a86f63dc226ef888,_none_,hbo_max,2023-11-23,0,1,-1,,4.145000000
NHL,Video Streaming,725430a86a84b07ad7e6548568ed5e42,_none_,peacock_tv,2024-10-14,1,0,1,,6.765000000
MLB,Video Streaming,ebb579ee7977d0c07d47d033447b76fd,netflix,_none_,2023-10-30,1,0,1,8.045000000,
MLB,Video Streaming,15da2497059c81d91aedd00fd05e0961,_none_,peacock_tv,2023-11-22,1,0,1,,2.510000000
MLB,Video Streaming,090d23b5f4963519c4caa9f3240fb27a,_none_,hbo_max,2023-11-25,0,1,-1,,3.377500000
MLB,Video Streaming,ad3dc8ce9a6fde9288bb65405fdde490,_none_,netflix,2024-01-25,1,0,1,,18.497777778
NFL,Video Streaming,1b5821a7068314b4bb3eeb6a3251340d,paramount+,_none_,2024-10-15,0,1,-1,13.425000000,
NHL,Video Streaming,d882a64792f08000528e6cfc638a8ea3,_none_,hulu,2023-12-22,0,1,-1,,1.051250000
NBA,Video Streaming,0745ccbc9e148d9b482235997b23564c,youtube_tv,_none_,2024-07-30,0,1,-1,99.816666667,
MLB,Video Streaming,9f495bf9d965596672534a28e49465fb,peacock_tv,_none_,2024-05-29,0,1,-1,6.951250000,
MLB,Video Streaming,6afdfbf0aadfccec8cabbb98465bb692,_none_,netflix,2024-08-24,0,1,-1,,8.055000000
NFL,Video Streaming,67917af22002f253b691586b08a5d39b,_none_,hulu,2024-09-25,1,0,1,,17.358333333
NHL,Video Streaming,b60f1c6d33285d369e5ac4796e3129b9,_none_,netflix,2024-09-27,1,0,1,,16.849000000
NBA,Video Streaming,5f6f46b2ebe73fa20fabe606ae9267f8,netflix,_none_,2024-04-29,1,0,1,23.725555556,
MLB,Video Streaming,a6ada666dd9edbe4703c09d0ff34ce9b,_none_,peacock_tv,2023-12-11,1,0,1,,1.489230769
MLB,Video Streaming,bb8291bab2b8e54cada0a573f3a9e4b4,_none_,paramount+,2024-09-11,1,0,1,,11.850500000
MLB,Video Streaming,2f62bb9c867823b425f35ceb45607215,paramount+,_none_,2023-10-18,0,1,-1,5.390833333,
MLB,Video Streaming,a6ad9d42d1976faff14644e8cebd2177,peacock_tv,_none_,2023-10-29,0,1,-1,5.393076923,
NHL,Video Streaming,c446297a1264cf941db3050e4d62aad8,_none_,sling_tv,2024-05-18,1,0,1,,49.464285714
MLB,Video Streaming,66c7739fc52c0d788c34fa1b13584e54,hulu,_none_,2024-04-20,1,0,1,11.280000000,
NFL,Video Streaming,5a1afbca27946cb40f9b4173b25be5e1,hulu,_none_,2024-02-11,0,1,-1,16.225000000,
MLB,Video Streaming,6dcf95a9cec9936e1a097a6d496df99d,_none_,disney_plus,2023-10-13,1,0,1,,8.592272727
MLB,Video Streaming,d9b2bf1eb696ccddc019bce31c49161a,hulu,_none_,2024-09-03,0,1,-1,9.600000000,
NHL,Video Streaming,7819449c707aa51e804a1e391d9fd520,netflix,_none_,2024-10-29,0,1,-1,21.541818182,
NFL,Video Streaming,ed13fc3378d0197bf7993c746c5326c4,_none_,netflix,2024-10-15,1,0,1,,21.664313725
NBA,Video Streaming,c8d38a644914687619eba1cd92b51d81,_none_,hbo_max,2024-01-13,0,1,-1,,18.428000000
NHL,Video Streaming,1bb21032c254e5dd5f11185b74df2f13,_none_,disney_plus,2023-11-25,0,1,-1,,21.080000000
MLB,Video Streaming,2a0a1a40061deaaa9896e30354ef38d6,_none_,netflix,2024-01-29,0,1,-1,,22.640000000
NHL,Video Streaming,973fc26aa0be5c9c1c4babeebce75a85,_none_,hulu,2023-10-10,1,0,1,,9.934285714
NHL,Video Streaming,f57459e0298401c30a71a8d43c8341f9,peacock_tv,_none_,2024-06-24,1,0,1,7.620000000,
NFL,Video Streaming,ddd4e7b484db54ec48f201c2f5bac599,roku,_none_,2024-04-25,0,1,-1,11.579000000,
NHL,Video Streaming,25bd14cd244cca831d050898d1062e6d,dazn,_none_,2024-02-17,0,1,-1,33.344000000,
NBA,Video Streaming,10b85a4bac14e23d4eac919473242afc,_none_,hulu,2024-09-29,1,0,1,,17.671590909
NBA,Video Streaming,3364308da57087a820a4aa0d259a0f5e,_none_,youtube_tv,2024-09-27,1,0,1,,145.216666667
NBA,Video Streaming,634ad7a946f35c2bbb55fc787b1e9218,_none_,hulu,2023-12-20,1,0,1,,4.925000000
NFL,Video Streaming,634c1662795d8316f7e0347f8cef76a8,_none_,hulu,2024-10-08,1,0,1,,81.064800000
NHL,Video Streaming,705c69c3c584710449af2c2696293108,netflix,_none_,2024-01-29,1,0,1,15.830000000,
MLB,Video Streaming,22f7fe9f781df24d1b491a659b51faf9,_none_,paramount+,2024-08-08,1,0,1,,12.788181818
MLB,Video Streaming,79c01273c7fb7d81f11548a6aafbed40,youtube_tv,_none_,2024-08-25,0,1,-1,71.101428571,
NHL,Video Streaming,4d6edb4dbb5423db7b2d7a7a69127e73,_none_,disney_plus,2024-03-18,0,1,-1,,1.580000000
